RBD,PAGO_MATRICULA2020,PAGO_MENSUAL2020,PAGO_MATRICULA2021,PAGO_MENSUAL2021,PAGO_MATRICULA2022,PAGO_MENSUAL2022,PAGO_MATRICULA2023,PAGO_MENSUAL2023,RURAL
5015,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
12980,GRATUITO,$1.000 A $10.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
25526,GRATUITO,GRATUITO,GRATUITO,$1.000 A $10.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
15,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,GRATUITO,$1.000 A $10.000,GRATUITO,GRATUITO,0.0
5703,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
4392,$1.000 A $10.000,GRATUITO,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,0.0
25161,GRATUITO,$25.001 A $50.000,$1.000 A $10.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$1.000 A $10.000,0.0
10484,GRATUITO,GRATUITO,GRATUITO,$25.001 A $50.000,$1.000 A $10.000,GRATUITO,GRATUITO,GRATUITO,0.0
8892,$1.000 A $10.000,$50.001 A $100.000,GRATUITO,GRATUITO,GRATUITO,$25.001 A $50.000,MAS DE $100.000,MAS DE $100.000,0.0
10246,MAS DE $100.000,MAS DE $100.000,$1.000 A $10.000,$50.001 A $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
13504,$1.000 A $10.000,$50.001 A $100.000,MAS DE $100.000,MAS DE $100.000,$1.000 A $10.000,$50.001 A $100.000,$1.000 A $10.000,GRATUITO,0.0
25471,GRATUITO,GRATUITO,$1.000 A $10.000,$50.001 A $100.000,MAS DE $100.000,MAS DE $100.000,$1.000 A $10.000,$25.001 A $50.000,0.0
25220,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$1.000 A $10.000,$50.001 A $100.000,GRATUITO,GRATUITO,0.0
14614,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$1.000 A $10.000,$50.001 A $100.000,0.0
26524,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,0.0
1214,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$1.000 A $10.000,$50.001 A $100.000,0.0
17778,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
4659,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
31161,GRATUITO,GRATUITO,SIN INFORMACION,SIN INFORMACION,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
16676,GRATUITO,GRATUITO,GRATUITO,GRATUITO,SIN INFORMACION,SIN INFORMACION,GRATUITO,GRATUITO,0.0
26006,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
14418,GRATUITO,$50.001 A $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
13208,GRATUITO,GRATUITO,GRATUITO,$50.001 A $100.000,GRATUITO,GRATUITO,SIN INFORMACION,SIN INFORMACION,0.0
15683,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$50.001 A $100.000,GRATUITO,GRATUITO,0.0
25061,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
9665,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
15534,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$50.001 A $100.000,0.0
10224,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
40311,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
11812,$1.000 A $10.000,$25.001 A $50.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
17772,MAS DE $100.000,MAS DE $100.000,$1.000 A $10.000,$25.001 A $50.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
4574,GRATUITO,$25.001 A $50.000,MAS DE $100.000,MAS DE $100.000,$1.000 A $10.000,$25.001 A $50.000,GRATUITO,GRATUITO,0.0
12587,GRATUITO,GRATUITO,GRATUITO,$25.001 A $50.000,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,0.0
7973,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$1.000 A $10.000,$25.001 A $50.000,GRATUITO,GRATUITO,0.0
1941,$50.001 A $100.000,$50.001 A $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$1.000 A $10.000,$50.001 A $100.000,0.0
25175,GRATUITO,GRATUITO,$50.001 A $100.000,$50.001 A $100.000,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,0.0
18172,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$50.001 A $100.000,$50.001 A $100.000,$1.000 A $10.000,$25.001 A $50.000,0.0
24300,$1.000 A $10.000,$25.001 A $50.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
18017,GRATUITO,GRATUITO,$1.000 A $10.000,$25.001 A $50.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
14674,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,$1.000 A $10.000,$25.001 A $50.000,$50.001 A $100.000,$50.001 A $100.000,0.0
1619,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
24963,GRATUITO,GRATUITO,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,1.0
25238,GRATUITO,$50.001 A $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$1.000 A $10.000,$25.001 A $50.000,0.0
18004,GRATUITO,GRATUITO,GRATUITO,$50.001 A $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
8991,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$50.001 A $100.000,MAS DE $100.000,MAS DE $100.000,0.0
646,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
24956,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
40299,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$50.001 A $100.000,0.0
26213,$1.000 A $10.000,MAS DE $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
13394,MAS DE $100.000,MAS DE $100.000,$1.000 A $10.000,MAS DE $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
7942,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,$1.000 A $10.000,MAS DE $100.000,GRATUITO,GRATUITO,0.0
18099,GRATUITO,$50.001 A $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,0.0
24423,GRATUITO,GRATUITO,GRATUITO,$50.001 A $100.000,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,0.0
31340,GRATUITO,$25.001 A $50.000,GRATUITO,GRATUITO,GRATUITO,MAS DE $100.000,$1.000 A $10.000,MAS DE $100.000,0.0
25224,GRATUITO,GRATUITO,GRATUITO,$25.001 A $50.000,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,0.0
25666,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$25.001 A $50.000,MAS DE $100.000,MAS DE $100.000,0.0
14866,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,MAS DE $100.000,0.0
25615,GRATUITO,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
7388,GRATUITO,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,GRATUITO,$25.001 A $50.000,0.0
40080,GRATUITO,$50.001 A $100.000,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,0.0
8369,$1.000 A $10.000,$50.001 A $100.000,GRATUITO,$50.001 A $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
24715,GRATUITO,GRATUITO,$1.000 A $10.000,$50.001 A $100.000,GRATUITO,$50.001 A $100.000,MAS DE $100.000,MAS DE $100.000,0.0
26268,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,0.0
14626,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
26045,GRATUITO,$25.001 A $50.000,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,GRATUITO,$50.001 A $100.000,0.0
25389,GRATUITO,$50.001 A $100.000,GRATUITO,$25.001 A $50.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
31116,$1.000 A $10.000,$50.001 A $100.000,GRATUITO,$50.001 A $100.000,GRATUITO,$25.001 A $50.000,GRATUITO,GRATUITO,0.0
31276,$1.000 A $10.000,$25.001 A $50.000,$1.000 A $10.000,$50.001 A $100.000,GRATUITO,$50.001 A $100.000,MAS DE $100.000,MAS DE $100.000,0.0
25882,GRATUITO,$50.001 A $100.000,$1.000 A $10.000,$25.001 A $50.000,$1.000 A $10.000,$50.001 A $100.000,GRATUITO,GRATUITO,0.0
14565,$1.000 A $10.000,$10.001 A $25.000,GRATUITO,$50.001 A $100.000,$1.000 A $10.000,$25.001 A $50.000,GRATUITO,$25.001 A $50.000,0.0
18237,$50.001 A $100.000,MAS DE $100.000,$1.000 A $10.000,$10.001 A $25.000,GRATUITO,$50.001 A $100.000,GRATUITO,$50.001 A $100.000,0.0
22542,GRATUITO,GRATUITO,SIN INFORMACION,SIN INFORMACION,$1.000 A $10.000,$10.001 A $25.000,$1.000 A $10.000,$50.001 A $100.000,0.0
1750,GRATUITO,GRATUITO,GRATUITO,GRATUITO,SIN INFORMACION,SIN INFORMACION,$1.000 A $10.000,$25.001 A $50.000,0.0
14599,$1.000 A $10.000,$50.001 A $100.000,SIN INFORMACION,SIN INFORMACION,GRATUITO,GRATUITO,GRATUITO,$50.001 A $100.000,0.0
13427,GRATUITO,GRATUITO,$1.000 A $10.000,$50.001 A $100.000,SIN INFORMACION,SIN INFORMACION,GRATUITO,$10.001 A $25.000,1.0
20495,GRATUITO,$50.001 A $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,SIN INFORMACION,SIN INFORMACION,0.0
1421,GRATUITO,GRATUITO,GRATUITO,$50.001 A $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
12775,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$50.001 A $100.000,SIN INFORMACION,SIN INFORMACION,0.0
26135,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
22672,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
356,GRATUITO,GRATUITO,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,GRATUITO,$50.001 A $100.000,0.0
5923,GRATUITO,$25.001 A $50.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,1.0
9069,GRATUITO,GRATUITO,GRATUITO,$25.001 A $50.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
26272,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$25.001 A $50.000,MAS DE $100.000,MAS DE $100.000,0.0
3609,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
22140,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,1.0
25434,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$50.001 A $100.000,0.0
2219,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
1260,GRATUITO,$25.001 A $50.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
526,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
13503,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
13446,GRATUITO,$50.001 A $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
2044,GRATUITO,GRATUITO,GRATUITO,$50.001 A $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
4822,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
10607,$1.000 A $10.000,$50.001 A $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
40457,GRATUITO,GRATUITO,$1.000 A $10.000,$50.001 A $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
31083,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$1.000 A $10.000,$50.001 A $100.000,GRATUITO,GRATUITO,0.0
9100,$1.000 A $10.000,$50.001 A $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
14788,GRATUITO,GRATUITO,$1.000 A $10.000,$50.001 A $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
13445,$1.000 A $10.000,$50.001 A $100.000,GRATUITO,GRATUITO,$1.000 A $10.000,$50.001 A $100.000,$1.000 A $10.000,$50.001 A $100.000,0.0
4287,GRATUITO,GRATUITO,$1.000 A $10.000,$50.001 A $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
9912,GRATUITO,$50.001 A $100.000,GRATUITO,GRATUITO,$1.000 A $10.000,$50.001 A $100.000,GRATUITO,GRATUITO,0.0
25681,MAS DE $100.000,MAS DE $100.000,GRATUITO,$50.001 A $100.000,GRATUITO,GRATUITO,$1.000 A $10.000,$50.001 A $100.000,0.0
1437,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,GRATUITO,$50.001 A $100.000,GRATUITO,GRATUITO,0.0
13112,GRATUITO,GRATUITO,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,$1.000 A $10.000,MAS DE $100.000,0.0
26269,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
14316,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$50.001 A $100.000,0.0
25348,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,0.0
10917,$1.000 A $10.000,$25.001 A $50.000,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,0.0
9008,GRATUITO,$50.001 A $100.000,$1.000 A $10.000,$25.001 A $50.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
15758,GRATUITO,GRATUITO,GRATUITO,$25.001 A $50.000,$1.000 A $10.000,$25.001 A $50.000,GRATUITO,GRATUITO,0.0
24988,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,0.0
24763,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
13513,GRATUITO,$25.001 A $50.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$1.000 A $10.000,$50.001 A $100.000,0.0
26454,GRATUITO,GRATUITO,GRATUITO,$25.001 A $50.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
40029,GRATUITO,$25.001 A $50.000,GRATUITO,GRATUITO,GRATUITO,$25.001 A $50.000,GRATUITO,GRATUITO,0.0
8518,GRATUITO,GRATUITO,GRATUITO,$25.001 A $50.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
5509,$1.000 A $10.000,$25.001 A $50.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
25944,GRATUITO,GRATUITO,$1.000 A $10.000,$25.001 A $50.000,GRATUITO,GRATUITO,$1.000 A $10.000,$50.001 A $100.000,0.0
10905,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$1.000 A $10.000,$25.001 A $50.000,GRATUITO,GRATUITO,1.0
24438,$1.000 A $10.000,$50.001 A $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
31065,GRATUITO,$25.001 A $50.000,$1.000 A $10.000,$50.001 A $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
11893,GRATUITO,GRATUITO,GRATUITO,$25.001 A $50.000,$1.000 A $10.000,$50.001 A $100.000,$1.000 A $10.000,$25.001 A $50.000,0.0
25371,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$25.001 A $50.000,GRATUITO,GRATUITO,0.0
14365,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
31327,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,$1.000 A $10.000,$50.001 A $100.000,0.0
26482,GRATUITO,GRATUITO,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,0.0
9408,$50.001 A $100.000,MAS DE $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
19952,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
11971,GRATUITO,GRATUITO,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,0.0
14537,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
22655,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
3012,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,0.0
335,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
17838,SIN INFORMACION,SIN INFORMACION,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,0.0
567,GRATUITO,GRATUITO,SIN INFORMACION,SIN INFORMACION,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
5729,$1.000 A $10.000,$50.001 A $100.000,GRATUITO,GRATUITO,SIN INFORMACION,SIN INFORMACION,GRATUITO,GRATUITO,0.0
26328,$1.000 A $10.000,$50.001 A $100.000,$1.000 A $10.000,$50.001 A $100.000,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,0.0
40289,GRATUITO,GRATUITO,$1.000 A $10.000,$50.001 A $100.000,$1.000 A $10.000,$50.001 A $100.000,GRATUITO,GRATUITO,0.0
20369,GRATUITO,$25.001 A $50.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,SIN INFORMACION,SIN INFORMACION,0.0
25540,$50.001 A $100.000,MAS DE $100.000,GRATUITO,$25.001 A $50.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
25442,$50.001 A $100.000,$50.001 A $100.000,$50.001 A $100.000,MAS DE $100.000,GRATUITO,$25.001 A $50.000,$1.000 A $10.000,$50.001 A $100.000,0.0
26092,GRATUITO,GRATUITO,$50.001 A $100.000,$50.001 A $100.000,$50.001 A $100.000,MAS DE $100.000,GRATUITO,GRATUITO,0.0
41617,GRATUITO,GRATUITO,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,0.0
4790,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$25.001 A $50.000,0.0
8846,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$50.001 A $100.000,MAS DE $100.000,0.0
25054,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,0.0
2486,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
10252,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
15793,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
7102,GRATUITO,GRATUITO,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,0.0
26094,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
8483,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
12295,SIN INFORMACION,SIN INFORMACION,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,0.0
40319,GRATUITO,GRATUITO,SIN INFORMACION,SIN INFORMACION,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
6895,GRATUITO,$25.001 A $50.000,GRATUITO,GRATUITO,SIN INFORMACION,SIN INFORMACION,GRATUITO,GRATUITO,0.0
11035,$1.000 A $10.000,$25.001 A $50.000,GRATUITO,$25.001 A $50.000,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,0.0
9087,MAS DE $100.000,MAS DE $100.000,$1.000 A $10.000,$25.001 A $50.000,GRATUITO,$25.001 A $50.000,GRATUITO,GRATUITO,0.0
12766,GRATUITO,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,$1.000 A $10.000,$25.001 A $50.000,SIN INFORMACION,SIN INFORMACION,1.0
13551,GRATUITO,MAS DE $100.000,GRATUITO,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,0.0
13621,$1.000 A $10.000,$25.001 A $50.000,GRATUITO,MAS DE $100.000,GRATUITO,MAS DE $100.000,GRATUITO,$25.001 A $50.000,0.0
9972,GRATUITO,GRATUITO,$1.000 A $10.000,$25.001 A $50.000,GRATUITO,MAS DE $100.000,$1.000 A $10.000,$25.001 A $50.000,0.0
8754,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$1.000 A $10.000,$25.001 A $50.000,MAS DE $100.000,MAS DE $100.000,0.0
20181,$1.000 A $10.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,MAS DE $100.000,0.0
17859,GRATUITO,GRATUITO,$1.000 A $10.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,MAS DE $100.000,0.0
9903,GRATUITO,GRATUITO,SIN INFORMACION,SIN INFORMACION,$1.000 A $10.000,GRATUITO,$1.000 A $10.000,$50.001 A $100.000,0.0
2244,GRATUITO,GRATUITO,GRATUITO,GRATUITO,SIN INFORMACION,SIN INFORMACION,GRATUITO,GRATUITO,0.0
4262,$10.001 A $25.000,$25.001 A $50.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
17848,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$1.000 A $10.000,GRATUITO,0.0
20470,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,SIN INFORMACION,SIN INFORMACION,0.0
10385,GRATUITO,GRATUITO,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,0.0
1685,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
9318,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
1412,$25.001 A $50.000,$10.001 A $25.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,0.0
24231,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
6210,GRATUITO,$25.001 A $50.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,1.0
25182,GRATUITO,GRATUITO,GRATUITO,$25.001 A $50.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
14790,GRATUITO,$25.001 A $50.000,GRATUITO,GRATUITO,GRATUITO,$25.001 A $50.000,GRATUITO,GRATUITO,0.0
1908,GRATUITO,GRATUITO,GRATUITO,$25.001 A $50.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
31132,GRATUITO,$50.001 A $100.000,GRATUITO,GRATUITO,GRATUITO,$50.001 A $100.000,GRATUITO,GRATUITO,0.0
26168,GRATUITO,GRATUITO,$1.000 A $10.000,MAS DE $100.000,GRATUITO,GRATUITO,GRATUITO,$50.001 A $100.000,0.0
3302,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$1.000 A $10.000,MAS DE $100.000,GRATUITO,GRATUITO,0.0
26367,$1.000 A $10.000,$50.001 A $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$50.001 A $100.000,0.0
26416,GRATUITO,GRATUITO,$1.000 A $10.000,$50.001 A $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
25713,SIN INFORMACION,SIN INFORMACION,GRATUITO,GRATUITO,$1.000 A $10.000,$50.001 A $100.000,$1.000 A $10.000,MAS DE $100.000,0.0
31005,GRATUITO,GRATUITO,SIN INFORMACION,SIN INFORMACION,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
16644,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,SIN INFORMACION,SIN INFORMACION,GRATUITO,GRATUITO,0.0
5814,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,$1.000 A $10.000,$50.001 A $100.000,0.0
7006,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,0.0
20452,GRATUITO,GRATUITO,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,SIN INFORMACION,SIN INFORMACION,0.0
22358,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
